Model name,Model URL,OpenRouter model ID,Provider,Context length,Price/input token,Price/output token,Latency,Throughput,Creation date
MoonshotAI: Kimi K2 0711,https://openrouter.ai/moonshotai/kimi-k2,moonshotai/kimi-k2,Moonshot AI,131072,0.0000006,0.0000025,,,"Jul 11, 2025"
MoonshotAI: Kimi K2 0711,https://openrouter.ai/moonshotai/kimi-k2,moonshotai/kimi-k2,BaseTen,131000,0.0000006,0.0000025,,,"Jul 11, 2025"
MoonshotAI: Kimi K2 0711,https://openrouter.ai/moonshotai/kimi-k2,moonshotai/kimi-k2,AtlasCloud,131072,0.0000007,0.0000025,,,"Jul 11, 2025"
MoonshotAI: Kimi K2 0711,https://openrouter.ai/moonshotai/kimi-k2,moonshotai/kimi-k2,Together,131072,0.000001,0.000003,,,"Jul 11, 2025"
MoonshotAI: Kimi K2 0711,https://openrouter.ai/moonshotai/kimi-k2,moonshotai/kimi-k2,Groq,131072,0.000001,0.000003,,,"Jul 11, 2025"
Mistral: Devstral Medium,https://openrouter.ai/mistralai/devstral-medium-2507,mistralai/devstral-medium,Mistral,131072,0.0000004,0.000002,,,"Jul 10, 2025"
Mistral: Devstral Small 1.1,https://openrouter.ai/mistralai/devstral-small-2507,mistralai/devstral-small,DeepInfra,128000,0.00000007,0.00000028,,,"Jul 10, 2025"
Mistral: Devstral Small 1.1,https://openrouter.ai/mistralai/devstral-small-2507,mistralai/devstral-small,Mistral,131072,0.0000001,0.0000003,,,"Jul 10, 2025"
Mistral: Mistral Small 3.2 24B,https://openrouter.ai/mistralai/mistral-small-3.2-24b-instruct-2506,mistralai/mistral-small-3.2-24b-instruct,Chutes,131072,0.00000006,0.00000018,,,"Jun 20, 2025"
Mistral: Mistral Small 3.2 24B,https://openrouter.ai/mistralai/mistral-small-3.2-24b-instruct-2506,mistralai/mistral-small-3.2-24b-instruct,DeepInfra,128000,0.000000075,0.0000002,,,"Jun 20, 2025"
Mistral: Mistral Small 3.2 24B,https://openrouter.ai/mistralai/mistral-small-3.2-24b-instruct-2506,mistralai/mistral-small-3.2-24b-instruct,Parasail,131072,0.00000009,0.0000003,,,"Jun 20, 2025"
Mistral: Mistral Small 3.2 24B,https://openrouter.ai/mistralai/mistral-small-3.2-24b-instruct-2506,mistralai/mistral-small-3.2-24b-instruct,Mistral,131072,0.0000001,0.0000003,,,"Jun 20, 2025"
Google: Gemini 2.5 Flash Lite Preview 06-17,https://openrouter.ai/google/gemini-2.5-flash-lite-preview-06-17,google/gemini-2.5-flash-lite-preview-06-17,Google,1048576,0.0000001,0.0000004,,,"Jun 17, 2025"
Google: Gemini 2.5 Flash Lite Preview 06-17,https://openrouter.ai/google/gemini-2.5-flash-lite-preview-06-17,google/gemini-2.5-flash-lite-preview-06-17,Google AI Studio,1048576,0.0000001,0.0000004,,,"Jun 17, 2025"
Google: Gemini 2.5 Flash,https://openrouter.ai/google/gemini-2.5-flash,google/gemini-2.5-flash,Google,1048576,0.0000003,0.0000025,,,"Jun 17, 2025"
Google: Gemini 2.5 Flash,https://openrouter.ai/google/gemini-2.5-flash,google/gemini-2.5-flash,Google AI Studio,1048576,0.0000003,0.0000025,,,"Jun 17, 2025"
Google: Gemini 2.5 Flash,https://openrouter.ai/google/gemini-2.5-flash,google/gemini-2.5-flash,Google,1048576,0.0000003,0.0000025,,,"Jun 17, 2025"
Google: Gemini 2.5 Pro,https://openrouter.ai/google/gemini-2.5-pro,google/gemini-2.5-pro,Google,1048576,0.00000125,0.00001,,,"Jun 17, 2025"
Google: Gemini 2.5 Pro,https://openrouter.ai/google/gemini-2.5-pro,google/gemini-2.5-pro,Google AI Studio,1048576,0.00000125,0.00001,,,"Jun 17, 2025"
Google: Gemini 2.5 Pro,https://openrouter.ai/google/gemini-2.5-pro,google/gemini-2.5-pro,Google,1048576,0.00000125,0.00001,,,"Jun 17, 2025"
Mistral: Magistral Small 2506,https://openrouter.ai/mistralai/magistral-small-2506,mistralai/magistral-small-2506,Mistral,40000,0.0000005,0.0000015,,,"Jun 10, 2025"
Mistral: Magistral Medium 2506,https://openrouter.ai/mistralai/magistral-medium-2506,mistralai/magistral-medium-2506,Mistral,40960,0.000002,0.000005,,,"Jun 8, 2025"
Mistral: Magistral Medium 2506 (thinking),https://openrouter.ai/mistralai/magistral-medium-2506,mistralai/magistral-medium-2506:thinking,Mistral,40960,0.000002,0.000005,,,"Jun 8, 2025"
Google: Gemini 2.5 Pro Preview 06-05,https://openrouter.ai/google/gemini-2.5-pro-preview-06-05,google/gemini-2.5-pro-preview,Google,1048576,0.00000125,0.00001,,,"Jun 17, 2025"
Google: Gemini 2.5 Pro Preview 06-05,https://openrouter.ai/google/gemini-2.5-pro-preview-06-05,google/gemini-2.5-pro-preview,Google AI Studio,1048576,0.00000125,0.00001,,,"Jun 17, 2025"
Google: Gemini 2.5 Pro Preview 06-05,https://openrouter.ai/google/gemini-2.5-pro-preview-06-05,google/gemini-2.5-pro-preview,Google,1048576,0.00000125,0.00001,,,"Jun 17, 2025"
DeepSeek: Deepseek R1 0528 Qwen3 8B,https://openrouter.ai/deepseek/deepseek-r1-0528-qwen3-8b,deepseek/deepseek-r1-0528-qwen3-8b,Chutes,131072,0.00000001,0.00000005,,,"May 29, 2025"
DeepSeek: Deepseek R1 0528 Qwen3 8B,https://openrouter.ai/deepseek/deepseek-r1-0528-qwen3-8b,deepseek/deepseek-r1-0528-qwen3-8b,Parasail,131072,0.00000005,0.0000001,,,"May 29, 2025"
DeepSeek: Deepseek R1 0528 Qwen3 8B,https://openrouter.ai/deepseek/deepseek-r1-0528-qwen3-8b,deepseek/deepseek-r1-0528-qwen3-8b,Novita,128000,0.00000006,0.00000009,,,"May 29, 2025"
Anthropic: Claude Opus 4,https://openrouter.ai/anthropic/claude-4-opus-20250522,anthropic/claude-opus-4,Anthropic,200000,0.000015,0.000075,,,"May 22, 2025"
Anthropic: Claude Opus 4,https://openrouter.ai/anthropic/claude-4-opus-20250522,anthropic/claude-opus-4,Amazon Bedrock,200000,0.000015,0.000075,,,"May 22, 2025"
Anthropic: Claude Opus 4,https://openrouter.ai/anthropic/claude-4-opus-20250522,anthropic/claude-opus-4,Google,200000,0.000015,0.000075,,,"May 22, 2025"
Anthropic: Claude Opus 4,https://openrouter.ai/anthropic/claude-4-opus-20250522,anthropic/claude-opus-4,Google,200000,0.000015,0.000075,,,"May 22, 2025"
Anthropic: Claude Sonnet 4,https://openrouter.ai/anthropic/claude-4-sonnet-20250522,anthropic/claude-sonnet-4,Google,1000000,0.000003,0.000015,,,"May 22, 2025"
Anthropic: Claude Sonnet 4,https://openrouter.ai/anthropic/claude-4-sonnet-20250522,anthropic/claude-sonnet-4,Google,1000000,0.000003,0.000015,,,"May 22, 2025"
Anthropic: Claude Sonnet 4,https://openrouter.ai/anthropic/claude-4-sonnet-20250522,anthropic/claude-sonnet-4,Anthropic,1000000,0.000003,0.000015,,,"May 22, 2025"
Anthropic: Claude Sonnet 4,https://openrouter.ai/anthropic/claude-4-sonnet-20250522,anthropic/claude-sonnet-4,Google,1000000,0.000003,0.000015,,,"May 22, 2025"
Anthropic: Claude Sonnet 4,https://openrouter.ai/anthropic/claude-4-sonnet-20250522,anthropic/claude-sonnet-4,Amazon Bedrock,200000,0.000003,0.000015,,,"May 22, 2025"
Mistral: Devstral Small 2505,https://openrouter.ai/mistralai/devstral-small-2505,mistralai/devstral-small-2505,Chutes,131072,0.00000004,0.00000014,,,"May 21, 2025"
Mistral: Devstral Small 2505,https://openrouter.ai/mistralai/devstral-small-2505,mistralai/devstral-small-2505,DeepInfra,128000,0.00000006,0.00000012,,,"May 21, 2025"
Mistral: Devstral Small 2505,https://openrouter.ai/mistralai/devstral-small-2505,mistralai/devstral-small-2505,Nebius,128000,0.00000008,0.00000024,,,"May 21, 2025"
Mistral: Devstral Small 2505,https://openrouter.ai/mistralai/devstral-small-2505,mistralai/devstral-small-2505,Mistral,131072,0.0000001,0.0000003,,,"May 21, 2025"
Nous: DeepHermes 3 Mistral 24B Preview,https://openrouter.ai/nousresearch/deephermes-3-mistral-24b-preview,nousresearch/deephermes-3-mistral-24b-preview,Chutes,32768,0.00000013,0.00000051,,,"May 9, 2025"
Mistral: Mistral Medium 3,https://openrouter.ai/mistralai/mistral-medium-3,mistralai/mistral-medium-3,Mistral,131072,0.0000004,0.000002,,,"May 7, 2025"
Google: Gemini 2.5 Pro Preview 05-06,https://openrouter.ai/google/gemini-2.5-pro-preview-03-25,google/gemini-2.5-pro-preview-05-06,Google,1048576,0.00000125,0.00001,,,"Jun 17, 2025"
Google: Gemini 2.5 Pro Preview 05-06,https://openrouter.ai/google/gemini-2.5-pro-preview-03-25,google/gemini-2.5-pro-preview-05-06,Google AI Studio,1048576,0.00000125,0.00001,,,"Jun 17, 2025"
Google: Gemini 2.5 Pro Preview 05-06,https://openrouter.ai/google/gemini-2.5-pro-preview-03-25,google/gemini-2.5-pro-preview-05-06,Google,1048576,0.00000125,0.00001,,,"Jun 17, 2025"
Qwen: Qwen3 30B A3B,https://openrouter.ai/qwen/qwen3-30b-a3b-04-28,qwen/qwen3-30b-a3b,Chutes,40960,0.00000006,0.00000022,,,"Apr 28, 2025"
Qwen: Qwen3 30B A3B,https://openrouter.ai/qwen/qwen3-30b-a3b-04-28,qwen/qwen3-30b-a3b,NCompass,131072,0.00000008,0.00000028,,,"Apr 28, 2025"
Qwen: Qwen3 30B A3B,https://openrouter.ai/qwen/qwen3-30b-a3b-04-28,qwen/qwen3-30b-a3b,DeepInfra,40960,0.00000008,0.00000029,,,"Apr 28, 2025"
Qwen: Qwen3 30B A3B,https://openrouter.ai/qwen/qwen3-30b-a3b-04-28,qwen/qwen3-30b-a3b,SiliconFlow,131072,0.00000009,0.00000045,,,"Apr 28, 2025"
Qwen: Qwen3 30B A3B,https://openrouter.ai/qwen/qwen3-30b-a3b-04-28,qwen/qwen3-30b-a3b,Novita,40960,0.00000009,0.00000045,,,"Apr 28, 2025"
Qwen: Qwen3 30B A3B,https://openrouter.ai/qwen/qwen3-30b-a3b-04-28,qwen/qwen3-30b-a3b,Parasail,40960,0.00000009,0.0000005,,,"Apr 28, 2025"
Qwen: Qwen3 30B A3B,https://openrouter.ai/qwen/qwen3-30b-a3b-04-28,qwen/qwen3-30b-a3b,Crusoe,40960,0.0000001,0.0000003,,,"Apr 28, 2025"
Qwen: Qwen3 30B A3B,https://openrouter.ai/qwen/qwen3-30b-a3b-04-28,qwen/qwen3-30b-a3b,Nebius,40960,0.0000001,0.0000003,,,"Apr 28, 2025"
Qwen: Qwen3 30B A3B,https://openrouter.ai/qwen/qwen3-30b-a3b-04-28,qwen/qwen3-30b-a3b,NextBit,32768,0.00000014,0.00000055,,,"Apr 28, 2025"
Qwen: Qwen3 30B A3B,https://openrouter.ai/qwen/qwen3-30b-a3b-04-28,qwen/qwen3-30b-a3b,Friendli,131072,0.00000015,0.0000006,,,"Apr 28, 2025"
Qwen: Qwen3 8B,https://openrouter.ai/qwen/qwen3-8b-04-28,qwen/qwen3-8b,Novita,128000,0.000000035,0.000000138,,,"Apr 28, 2025"
Qwen: Qwen3 14B,https://openrouter.ai/qwen/qwen3-14b-04-28,qwen/qwen3-14b,Chutes,40960,0.00000004,0.00000014,,,"Apr 28, 2025"
Qwen: Qwen3 14B,https://openrouter.ai/qwen/qwen3-14b-04-28,qwen/qwen3-14b,DeepInfra,40960,0.00000006,0.00000024,,,"Apr 28, 2025"
Qwen: Qwen3 14B,https://openrouter.ai/qwen/qwen3-14b-04-28,qwen/qwen3-14b,NextBit,40960,0.00000006,0.00000024,,,"Apr 28, 2025"
Qwen: Qwen3 14B,https://openrouter.ai/qwen/qwen3-14b-04-28,qwen/qwen3-14b,Parasail,40960,0.00000006,0.00000025,,,"Apr 28, 2025"
Qwen: Qwen3 14B,https://openrouter.ai/qwen/qwen3-14b-04-28,qwen/qwen3-14b,Nebius,40960,0.00000008,0.00000024,,,"Apr 28, 2025"
Qwen: Qwen3 32B,https://openrouter.ai/qwen/qwen3-32b-04-28,qwen/qwen3-32b,Chutes,40960,0.00000003,0.00000013,,,"Apr 28, 2025"
Qwen: Qwen3 32B,https://openrouter.ai/qwen/qwen3-32b-04-28,qwen/qwen3-32b,NCompass,40960,0.0000001,0.00000028,,,"Apr 28, 2025"
Qwen: Qwen3 32B,https://openrouter.ai/qwen/qwen3-32b-04-28,qwen/qwen3-32b,DeepInfra,40960,0.0000001,0.00000028,,,"Apr 28, 2025"
Qwen: Qwen3 32B,https://openrouter.ai/qwen/qwen3-32b-04-28,qwen/qwen3-32b,Nebius,40960,0.0000001,0.0000003,,,"Apr 28, 2025"
Qwen: Qwen3 32B,https://openrouter.ai/qwen/qwen3-32b-04-28,qwen/qwen3-32b,Novita,40960,0.0000001,0.00000045,,,"Apr 28, 2025"
Qwen: Qwen3 32B,https://openrouter.ai/qwen/qwen3-32b-04-28,qwen/qwen3-32b,GMICloud,32768,0.0000001,0.0000006,,,"Apr 28, 2025"
Qwen: Qwen3 32B,https://openrouter.ai/qwen/qwen3-32b-04-28,qwen/qwen3-32b,SiliconFlow,131072,0.00000014,0.00000057,,,"Apr 28, 2025"
Qwen: Qwen3 32B,https://openrouter.ai/qwen/qwen3-32b-04-28,qwen/qwen3-32b,Friendli,131072,0.00000015,0.0000005,,,"Apr 28, 2025"
Qwen: Qwen3 32B,https://openrouter.ai/qwen/qwen3-32b-04-28,qwen/qwen3-32b,Nebius,40960,0.0000002,0.0000006,,,"Apr 28, 2025"
Qwen: Qwen3 32B,https://openrouter.ai/qwen/qwen3-32b-04-28,qwen/qwen3-32b,Groq,131072,0.00000029,0.00000059,,,"Apr 28, 2025"
Qwen: Qwen3 32B,https://openrouter.ai/qwen/qwen3-32b-04-28,qwen/qwen3-32b,Cerebras,131072,0.0000004,0.0000008,,,"Apr 28, 2025"
Qwen: Qwen3 32B,https://openrouter.ai/qwen/qwen3-32b-04-28,qwen/qwen3-32b,SambaNova,32768,0.0000004,0.0000008,,,"Apr 28, 2025"
Qwen: Qwen3 235B A22B,https://openrouter.ai/qwen/qwen3-235b-a22b-04-28,qwen/qwen3-235b-a22b,DeepInfra,40960,0.00000018,0.00000054,,,"Apr 28, 2025"
Qwen: Qwen3 235B A22B,https://openrouter.ai/qwen/qwen3-235b-a22b-04-28,qwen/qwen3-235b-a22b,Together,40960,0.0000002,0.0000006,,,"Apr 28, 2025"
Qwen: Qwen3 235B A22B,https://openrouter.ai/qwen/qwen3-235b-a22b-04-28,qwen/qwen3-235b-a22b,Fireworks,131072,0.00000022,0.00000088,,,"Apr 28, 2025"
Qwen: Qwen3 235B A22B,https://openrouter.ai/qwen/qwen3-235b-a22b-04-28,qwen/qwen3-235b-a22b,Chutes,40960,0.00000025,0.000001,,,"Apr 28, 2025"
TNG: DeepSeek R1T Chimera,https://openrouter.ai/tngtech/deepseek-r1t-chimera,tngtech/deepseek-r1t-chimera,Chutes,163840,0.00000024999988,0.000000999999888,,,"Apr 27, 2025"
Mistral: Mistral Small 3.1 24B,https://openrouter.ai/mistralai/mistral-small-3.1-24b-instruct-2503,mistralai/mistral-small-3.1-24b-instruct,Chutes,131072,0.00000004,0.00000015,,,"Mar 17, 2025"
Mistral: Mistral Small 3.1 24B,https://openrouter.ai/mistralai/mistral-small-3.1-24b-instruct-2503,mistralai/mistral-small-3.1-24b-instruct,DeepInfra,128000,0.00000005,0.0000001,,,"Mar 17, 2025"
Mistral: Mistral Small 3.1 24B,https://openrouter.ai/mistralai/mistral-small-3.1-24b-instruct-2503,mistralai/mistral-small-3.1-24b-instruct,Mistral,131072,0.0000001,0.0000003,,,"Mar 17, 2025"
Mistral: Mistral Small 3.1 24B,https://openrouter.ai/mistralai/mistral-small-3.1-24b-instruct-2503,mistralai/mistral-small-3.1-24b-instruct,Cloudflare,128000,0.00000035,0.00000056,,,"Mar 17, 2025"
Mistral: Saba,https://openrouter.ai/mistralai/mistral-saba-2502,mistralai/mistral-saba,Mistral,32768,0.0000002,0.0000006,,,"Feb 17, 2025"
Dolphin3.0 R1 Mistral 24B,https://openrouter.ai/cognitivecomputations/dolphin3.0-r1-mistral-24b,cognitivecomputations/dolphin3.0-r1-mistral-24b,Chutes,32768,0.00000001,0.00000003,,,"Feb 13, 2025"
Dolphin3.0 Mistral 24B,https://openrouter.ai/cognitivecomputations/dolphin3.0-mistral-24b,cognitivecomputations/dolphin3.0-mistral-24b,Chutes,32768,0.00000003,0.00000011,,,"Feb 13, 2025"
Mistral: Mistral Small 3,https://openrouter.ai/mistralai/mistral-small-24b-instruct-2501,mistralai/mistral-small-24b-instruct-2501,Chutes,32768,0.00000004,0.00000015,,,"Jan 30, 2025"
Mistral: Mistral Small 3,https://openrouter.ai/mistralai/mistral-small-24b-instruct-2501,mistralai/mistral-small-24b-instruct-2501,DeepInfra,32768,0.00000005,0.00000008,,,"Jan 30, 2025"
Mistral: Mistral Small 3,https://openrouter.ai/mistralai/mistral-small-24b-instruct-2501,mistralai/mistral-small-24b-instruct-2501,Mistral,32768,0.0000001,0.0000003,,,"Jan 30, 2025"
Mistral: Mistral Small 3,https://openrouter.ai/mistralai/mistral-small-24b-instruct-2501,mistralai/mistral-small-24b-instruct-2501,Together,32768,0.0000008,0.0000008,,,"Jan 30, 2025"
Mistral: Codestral 2501,https://openrouter.ai/mistralai/codestral-2501,mistralai/codestral-2501,Mistral,262144,0.0000003,0.0000009,,,"Jan 14, 2025"
Mistral Large 2411,https://openrouter.ai/mistralai/mistral-large-2411,mistralai/mistral-large-2411,Mistral,131072,0.000002,0.000006,,,"Nov 19, 2024"
Mistral Large 2407,https://openrouter.ai/mistralai/mistral-large-2407,mistralai/mistral-large-2407,Mistral,131072,0.000002,0.000006,,,"Nov 19, 2024"
Mistral: Pixtral Large 2411,https://openrouter.ai/mistralai/pixtral-large-2411,mistralai/pixtral-large-2411,Mistral,131072,0.000002,0.000006,,,"Nov 19, 2024"
Mistral: Ministral 8B,https://openrouter.ai/mistralai/ministral-8b,mistralai/ministral-8b,Mistral,128000,0.0000001,0.0000001,,,"Oct 17, 2024"
Mistral: Ministral 3B,https://openrouter.ai/mistralai/ministral-3b,mistralai/ministral-3b,Mistral,32768,0.00000004,0.00000004,,,"Oct 17, 2024"
Mistral: Pixtral 12B,https://openrouter.ai/mistralai/pixtral-12b,mistralai/pixtral-12b,Hyperbolic,32768,0.0000001,0.0000001,,,"Sep 10, 2024"
Mistral: Pixtral 12B,https://openrouter.ai/mistralai/pixtral-12b,mistralai/pixtral-12b,Mistral,131072,0.00000015,0.00000015,,,"Sep 10, 2024"
Mistral: Mistral Nemo,https://openrouter.ai/mistralai/mistral-nemo,mistralai/mistral-nemo,DeepInfra,131072,0.00000002,0.00000004,,,"Jul 19, 2024"
Mistral: Mistral Nemo,https://openrouter.ai/mistralai/mistral-nemo,mistralai/mistral-nemo,Chutes,131072,0.00000002,0.00000007,,,"Jul 19, 2024"
Mistral: Mistral Nemo,https://openrouter.ai/mistralai/mistral-nemo,mistralai/mistral-nemo,Parasail,131072,0.00000003,0.00000011,,,"Jul 19, 2024"
Mistral: Mistral Nemo,https://openrouter.ai/mistralai/mistral-nemo,mistralai/mistral-nemo,InferenceNet,16384,0.0000000375,0.0000001,,,"Jul 19, 2024"
Mistral: Mistral Nemo,https://openrouter.ai/mistralai/mistral-nemo,mistralai/mistral-nemo,Novita,60288,0.00000004,0.00000017,,,"Jul 19, 2024"
Mistral: Mistral Nemo,https://openrouter.ai/mistralai/mistral-nemo,mistralai/mistral-nemo,Mistral,131072,0.00000015,0.00000015,,,"Jul 19, 2024"
Mistral: Mistral Nemo,https://openrouter.ai/mistralai/mistral-nemo,mistralai/mistral-nemo,Azure,128000,0.0000003,0.0000003,,,"Jul 19, 2024"
Mistral: Mistral 7B Instruct,https://openrouter.ai/mistralai/mistral-7b-instruct,mistralai/mistral-7b-instruct,DeepInfra,32768,0.000000028,0.000000054,,,"May 27, 2024"
Mistral: Mistral 7B Instruct,https://openrouter.ai/mistralai/mistral-7b-instruct,mistralai/mistral-7b-instruct,Novita,32768,0.000000029,0.000000059,,,"May 27, 2024"
Mistral: Mistral 7B Instruct,https://openrouter.ai/mistralai/mistral-7b-instruct,mistralai/mistral-7b-instruct,Together,32768,0.0000002,0.0000002,,,"May 27, 2024"
Mistral: Mistral 7B Instruct v0.3,https://openrouter.ai/mistralai/mistral-7b-instruct-v0.3,mistralai/mistral-7b-instruct-v0.3,DeepInfra,32768,0.000000028,0.000000054,,,"May 27, 2024"
Mistral: Mistral 7B Instruct v0.3,https://openrouter.ai/mistralai/mistral-7b-instruct-v0.3,mistralai/mistral-7b-instruct-v0.3,Novita,32768,0.000000029,0.000000059,,,"May 27, 2024"
Mistral: Mistral 7B Instruct v0.3,https://openrouter.ai/mistralai/mistral-7b-instruct-v0.3,mistralai/mistral-7b-instruct-v0.3,Together,32768,0.0000002,0.0000002,,,"May 27, 2024"
Mistral: Mixtral 8x22B Instruct,https://openrouter.ai/mistralai/mixtral-8x22b-instruct,mistralai/mixtral-8x22b-instruct,Fireworks,65536,0.0000009,0.0000009,,,"Apr 17, 2024"
Mistral: Mixtral 8x22B Instruct,https://openrouter.ai/mistralai/mixtral-8x22b-instruct,mistralai/mixtral-8x22b-instruct,Mistral,65536,0.000002,0.000006,,,"Apr 17, 2024"
Mistral Large,https://openrouter.ai/mistralai/mistral-large,mistralai/mistral-large,Mistral,128000,0.000002,0.000006,,,"Feb 26, 2024"
Mistral Large,https://openrouter.ai/mistralai/mistral-large,mistralai/mistral-large,Azure,128000,0.000003,0.000009,,,"Feb 26, 2024"
Mistral Small,https://openrouter.ai/mistralai/mistral-small,mistralai/mistral-small,Mistral,32768,0.0000002,0.0000006,,,"Jan 10, 2024"
Mistral Tiny,https://openrouter.ai/mistralai/mistral-tiny,mistralai/mistral-tiny,Mistral,32768,0.00000025,0.00000025,,,"Jan 10, 2024"
Mistral: Mixtral 8x7B Instruct,https://openrouter.ai/mistralai/mixtral-8x7b-instruct,mistralai/mixtral-8x7b-instruct,DeepInfra,32768,0.0000004,0.0000004,,,"Dec 10, 2023"
Mistral: Mixtral 8x7B Instruct,https://openrouter.ai/mistralai/mixtral-8x7b-instruct,mistralai/mixtral-8x7b-instruct,Together,32768,0.0000006,0.0000006,,,"Dec 10, 2023"
Mistral: Mistral 7B Instruct v0.1,https://openrouter.ai/mistralai/mistral-7b-instruct-v0.1,mistralai/mistral-7b-instruct-v0.1,Cloudflare,2824,0.00000011,0.00000019,,,"Sep 28, 2023"
Mistral: Mistral 7B Instruct v0.1,https://openrouter.ai/mistralai/mistral-7b-instruct-v0.1,mistralai/mistral-7b-instruct-v0.1,Together,32768,0.0000002,0.0000002,,,"Sep 28, 2023"
